header,body,review_num,review_date,is_mobile_user
Very good,Belly pork on the pork and noodles dish was superb. My wife had the famous chicken and rice dish (on the bone) which was also great. Two meals and two waters for 14 dollars is insane really. Queues long but gone within minutes.,50,2019-03-01,True
Either Michelin Was Having a Greay Day Or Mr Chan Was Having An Indifferent One,"The sign out the front says Michelin Star, the queues inside attest to its popularity. The food was above average, the dish that won the Michelin Star was good but not great. I wouldn’t say don’t eat there but if you seem somewhere you like...More",40,2019-03-01,False
Missed the Michelin mark for me,"I had a friend visiting and we really wanted to try the famous one Michelin starred chicken rice. We arrived just before the lunch rush at about 11.45am and we were served quickly.

Unfortunately the chicken rice dish for me was not terribly enjoyable. The...More",30,2019-03-01,True
Simple yet superb,"I finally managed to visit the Chinatown Complex location after being turned off by the always-long queue during previous visits. This time around, the wait when we got there was just 5 minutes so we finally got to experience what all the hype was about....More",50,2019-02-01,False
Ok but forget the Michelin star bit,"Like other reviews I just didn’t get the Michelin star bit. The food was nice enough, the chicken especially good but overall you can get as good food cheaper at a number of other places in the locality. Very busy and you do have to...More",30,2019-03-01,True
World's cheapest Michelin meal,One of the problems with some restaurants is they try to be too much to too many people. Hawker Chan does one thing very well. Soy chicken with rice and beans is a staple of the Singaporean street food scene. Having been awarded a Michelin...More,50,2018-08-01,False
Where in Singapore can one find Chicken rice for only $2 a plate?,"Visit the Chinatown Complex stall instead of the air-conditioned restaurant in Smith Street for the same kind of food but much cheaper.

The soya chicken is really smooth and not too fatty. For a two person lunch, you can order half a chicken ($7), 2...More",50,2019-02-01,False
Hawker food,"How and why this and the other hawker got a michelin star is beyond me. Hawker food is hawker food - less quality, less ingredients, less care, less innovation",20,2019-02-01,True
Get Better deal from their Original Hawker Stall in Chinatown Complex,We have been patronizing their hawker stall located in Chinatown Complex even before they are awarded Michelin Star. The food standard is still maintained. The price at their hawker stall is halve compared to their aircon restaurant. The Chinatown complex will be closed for renovation...More,40,2019-02-01,False
Quick Lunch,We only had to queue for a short time. Food was tasty and it was a fun experience.  Not sure I would return or seek it out. We were in the area and that’s why we stopped here to give it a try.,40,2019-02-01,False
"Over Rated, Over Priced and Underwhelming!",No way would I bother coming back here.  Obviously since their award things have gone down hill rapidly.  Soya chicken was tasteless and the servings are so small and looked nothing like what other reviewers have posted.  The roast pork was tastier than the chicken...More,20,2019-02-01,False
Cold food & poor service in a fast food style restaurant ,"Fortunately we didn’t have to queue to get in when we arrived for a late lunch/early dinner however this is probably as good as our experience got. 

The food was cold, although it came out quickly, and whilst the flavour was nice it didn’t feel...More",20,2019-01-01,True
Excellent food ,"We made it a point to visit Hawker Chan when we were in Singapore and it was all worth it. The place is small and full during our visit but we managed to get our table right after we ordered. The line is manageable, took...More",50,2019-01-01,True
Don’t believe the hype!!  Go anywhere but here!,"I don’t mind queuing at all, especially when a place has such a good reputation. I was so excited to try the chicken rice here after hearing so much about it, and thought that the fact it had 1 Michelin star meant it was going...More",10,2019-02-01,True
Very good but...,"I appreciate the idea of the Michelin Guide recognising some very good non pricey eateries, but this should be the norm all around the world. Hawker Chan's serves very good fod at a more than reasonable price, but you can eat equally well in many...More",40,2018-08-01,False
Saw this was a One Hat MIchelin restaurant,Lunch with a colleague. This has a Michelin One Hat rating. It basically sells just one meal and that is a chicken dish and it was tasty and the service was quick. Hmm would I go back... there are lots of options in Chinatown.,40,2019-01-01,False
Michelin Preferred but,"We went there because of it’s noted 5 stars on DianPing. we ordered the signature Chicken rice and also the pork rice, prices are ok but we didn't find the taste as good as described on DianPing. The place is very crowded in the evening,...More",30,2019-01-01,True
"Food speaks volume, not the service :(","Thanks to a stall owner in Chinatown, where we were checking out the street side stalls, who casually told us about this Michelin-hatted soy-chicken/roast pork joint, we got to taste this melt in the mouth roast pork! The Cantonese style hair thin egg noodles in...More",40,2019-01-01,False
Go early to beat the queue,Worth the queue. Must try their Soy Chicken and Roasted Meat. Chilli is good to go with it. Their dessert is worth trying too. Go early to beat the queue!,50,2018-12-01,True
Worth trying,"The place was worth trying because of the Michelin star status. but because this restaurant (located in Chinatown) is not the original store, so i guess the quality was not the one expected.
Anyway, as it is a HAWKER food, don't expect fine dining and...More",40,2018-11-01,False
Incredible food ,"The most incredible food in the whole of the Chinatown food complex. Throughly recommend being there as early as possible(before 12) to avoid the stall selling out. Very delicious food served. I would recommend the chicken rice and the char siew, insanely good food and...More",50,2019-01-01,True
Just bad,"I believe that you can find better chicken rice in Singapore. I ordered a soy chicken rice it served with white rice with gravy on top. The gravy is bland, chicken is below average and it cost 8 SGD.",10,2018-02-01,False
Worth the visit,Although not exceptional this was tasty food in a fun ambience for a dirt cheap price. The chicken was well cooked and the sauce really was special. Veggie dish also very delicious. As I say worth a visit while you are in Chinatown.,40,2019-01-01,True
Not recommending,"Noodles came out with oil which was indiacated clearly that i do not want oil. To save time they gave excuse saying that no oil will be too dry! I have been eating chinese noodles without oil for years and not the first time here,...More",10,2019-01-01,True
"Must-Try-It yourself dish, don't just rely on other's opinions.","I just wanted to try this dish again when I was passing through Singapore recently. I had  tried it for the first time last year at their restaurant outlet on Smith Street so I went back there again this time. However, the queue was stretched...More",40,2018-12-01,False
Dining At The Cheapest Michelin Star Restaurant,This was one of the items in my To Visit List in Singapore so a few days before we left for Manila I decided to head down to China town to look for Liao Fan Hawker Chan or simply Chan Soya Sauce Chicken Rice and...More,40,2018-11-01,False
Street food at a good quality,The food was good value for money. We had the soy chicken noodle. There was plenty of small bones in the chicken which was difficult to eat. My wife had the same dish with better quality.,40,2018-12-01,True
You have to Try!,Our food experience here was awesome! The Soya Chicken & Rice (we paid extra 50c for breast piece) was so succulent and tasty and the char sui pork and noodles was great. For $3 you won’t find a better meal in the world!,50,2019-01-01,True
Disappointing given the hype ,"Reported backstory = hawker stall in Chinatown turned restaurant and awarded a Michelin star. I had pork and noodles; the pork was cold, the noodles were ok but I guess it’s difficult to mess up noodles. Certainly not Michelin star quality.",10,2018-12-01,True
OVERRATED COMFORT FOOD!,"The roastings and noodles were great but overrated!  They are the typical chinese resto offering noodles and roastings (soy chicken, char siew, pork) - they were kinda salty yet good -  they are Chinese comfort food - can satisfy your Chinese food cravings! The soy...More",40,2018-12-01,True
5/5,"Chanced upon this, during our staycation, here are my thoughts:

Ambience: 5/5
Cleanliness: 5/5
Customer Service: 5/5
Quality of Food: 5/5
Value for Money: 5/5

The Good: I am comparing this to the standard Hawker Store, because it’s roots are from the Hawker Store. Also...More",50,2019-01-01,True
good food but overated,the chicken meat was tender but in my opinion it was not worth the wait then you could not find a table to sit in . avoid this tourist trap if you can,10,2018-12-01,False
Michelin star really?,"Way overrated, 30 minutes queue and not easy to find a table after you order your food. Done it, definitely wouldn’t go back 
Sorry Chan",20,2018-12-01,True
Definitely delicious..,Loved the soya sauce chicken..super smooth right through. Make sure you get there early otherwise long lines. The char siew is worth ordering too.,40,2018-12-01,True
Good but not must visit,"I was quite excited to try most affordable Michelin star Dish so I travelled all the way from my hotel to chinatown for this. However, it didn't lived upto the expectation! Given it's price it's a pretty okay meal but nothing special at all. If...More",30,2018-08-01,False
Cheapest Michelin Star experience,"After a lot of times heard about this place, finally i tried it. It was long queue, well the food was just ok than i expected but not too bad.",40,2018-12-01,False
"Totally overrated. Cold food, bad taste no napkins","I think this restaurant really got hiped up way too much. It might have been OK at some point. Now you can only expect cold cheap and tasteless food.

Meat was completely cold, maybe the flavor would have been better otherwise but I was not...More",10,2018-12-01,True
A Michelin Star Experience,We came here with a couple visiting from Holland. The chicken rice here was really tasty as well as the oyster veggies. The place was packed with locals and tourist during lunch time so it's best to come here for a late lunch to avoid...More,50,2018-07-01,True
Worse place to eat in Singapore,"Their bestseller is crap. It tastes ordinary. I have no idea how this resto got voted for any Michellin star but their food sucks. The only good thing they have going for it is the food is cheap. The place is dirty, small, and they...More",10,2018-12-01,True
Michelin on a budget,"An all around tasteful meal, which sadly doesn’t live up to the hype, but for the price you’re paying you really can’t be disappointed. Ignoring the fact that it’s a Michelin restaurant, it’s a really nice place.",40,2018-11-01,True
Fantastic ,"I was here for lunch it was a production line but fast service and great food tried the signature chicken it was moist and deliciously spiced and the roast pork again delicious.

Price for the food was ridiculously cheap definitely can recommend 👍",50,2018-12-01,True
Cheapest Michelins Starred Restaurant evenr,"PROS
Quality of food, speed service, position
Definitely, the price.

CONS
Finitures, level of service might be a bit better (tissues are not included, for example).

Cant miss the cheapest Michelin Starred Restaurant in all over the World. Even if we do not understand how...More",40,2018-12-01,True
Okay but not as good as I expected,The flavours of the chicken and rice are pretty good. I was a bit disappointed when I got my food because it was all cold though. Sounds like a lot of people have this experience which honestly surprised me because there is such a turnover...More,30,2018-12-01,True
Disappointing,Had high expectations but so disappointed. Long queue. Then the rude and no manner cashier. Then chicken was dry. The place is cramped and no supervisor. The toilet smells so bad. I dont know how they got the michelin star though.,10,2018-11-01,True
Excellent food and value,"No queues, fast easy service,  l dined here at 5.30pm on a Friday.
Great food.
My meal cost me €3.80 for the chicken rice and €5 for the kailan (Singapore $)
Chicken was luscious. Greens perfect. Sauces amazing.
Great value for money.",50,2018-12-01,True
Alright,"I had high hopes prior to coming here and sadly the food wasn’t as great I was wishing for. All the news and stories about it being the cheapest Michelin star.
We ordered the famous chicken with rice and with noodles. The noodles was good...More",30,2018-11-01,True
Incredible value,"Forget the Michelin star debate, this place has to be one of the best 'value' meals you can have anywhere in the world.   Yes, chicken-rice (or roast-pork rice, which we preffered) is not THE most interesting or sophisticated taste, the quality of the version they...More",40,2018-11-01,False
It's not a michelin star,"It's not a michelin star restaurant, but best food price ration you can find. A good experience though",40,2018-11-01,False
Unbelievably Cheap ,Went to the original stall in the food market but we were too late everything had been sold so we went across the road to their casual dining offshoot at 78 Smith St. Here we had to have the famous soya sauce chicken rice which...More,50,2018-08-01,True
Great food! Super cheap!,"After a visit through Chinatown, we wondered around and found this cool Michelin Star hawker place. 
Super yummy! Super cheap.
Beats the super expensive street food inside Chinatown.",40,2018-11-01,True
Was okay,"Visited the store just outside the food court building. Don’t think it was the original. Food was cheap. Chicken was tasty but had lots of bones and it was a small portion. Rice was really tasty. 

Quick turnover on tables so didn’t need to wait...More",30,2018-11-01,False
"Great food, fast aervice","Delicious food and fast service, despite a bit of a queue we had our food in front of us in almost no time. The environment is nothing very exclusive or fancy but it is kept tidy and there are tables and chairs that serve their...More",40,2018-11-01,True
Best cheap meal in the city,"If your looking for one of the best cheap restaurants in the city then this is your place. It’s $4 for a good sized meal with your choice of meats. 
Very good quality and great value for money with super fast service. This place has...More",50,2018-11-01,True
"Signature dish cold, measly portion with fragmented bones","Absolutely not worth the visit. Plenty of other places nearby with delicious, mouthwatering dishes.  Unfortunately the hype appears to have led management into a state of utter complacency. Chicken was served cold with small fragments or shards of bone in the few bites that one...More",20,2018-11-01,False
Delicious,We braved the long line to try this.  It was delicious but nothing extraordinary.  I couldnt tell the difference from my favorite stall in the ben coolen area.,30,2017-12-01,True
Very good chicken but 1 Michelin star?,"We enjoyed the food, it was very good.  I think 1 Michelin star is a bit of a stretch.  Get there early, the lines are long and it's crowded inside.",40,2018-08-01,False
A fun novelty and great food,"If you’ve been lucky enough to try Michelin star restaurant food in the past... don’t expect to have a similar experience here. From the half an hour wait to be served, to the polystyrene plate and plastic spoon this isn’t your typical gourmet meal.

On...More",40,2018-10-01,True
Michelin star? Why?,"We visited this place, because it received a Michelin star. We are from Hong Kong, so our place is famous of roast duck, roast pork, BBQ pork, and soy sauce chicken. We wanted to see how good this place is. What a disappointment. We visited...More",10,2018-08-01,False
Cheapest Michelin-star Dish! ,"This is famed for being the cheapest Michelin-starrred eatery in the world! Tucked away in Chinatown Complex food centre, it took us 40 minutes in the queue to get our food! We were #16 in line. Was it worth the wait..? The soy chicken was...More",40,2018-11-01,True
Why the hype?,"Singapore is full of hawker food!  Its part of the experience of being there.  You can go from place to place - and enjoy!  So this one has a Michelin star.  Yup - a Michelin star.  Who would have thought?  Now, i have eaten at...More",30,2018-09-01,False
Michelin Bib - not the ‘starred’ one,"We went to check out Hawker Chan upon recommendations that it was one of the Michelin-starred hawker stops in SG. Not true.

Food was good. Tried the soy sauce chicken, the crispy pork and the egg noodles. 

Our timing was good, we arrived at 11...More",40,2018-10-01,True
Decent food - would recommend,"I went on Sunday October 28th with a big crowd of 4 adults and 4 children. 

- Cost: low at around $6 SG per person. Not cheap or expensive. This includes each of us having a meal and sharing a platter and some soups. 
Tip...More",40,2018-10-01,True
Average but cheap,"I ordered the chicken noodle and soya sauce which wasn’t great. The food was cold, the chicken was fatty. I think I expected more for a Michelin rated place. I just said to myself it’s cheap so I guess that’s what you expect but that’s...More",20,2018-10-01,True
What Will be Next? Michelin star force McDonald's?,"Totally disappointing,we ordered the rice chicken,the famous Dish, the rice was totally unflavoured and the chicken was so raw and bad looking that i could not finish it",10,2018-10-01,True
Cheap meal but good quality,"Went to the Smith Street branch, shop is like a fast food outlet, order at the counter and wait, it was 5pm, so the wait for food was about 10 minutes but the queues were not long.

Ordered with rice, a selection of the roast...More",40,2018-06-01,False
Not sure what the fuss is about ,"I stopped in here for a late lunch yesterday. It was still quite busy at 1430-1445h. I had the mixed BBQ meat plate (S$10) as I wanted to try all of their offerings. 

You place your order then wait for the number to be called....More",30,2018-10-01,True
Not all it's lived up to be.,"Ate hear after hearing it was a Michelin Star restaurant which was cheap. Wouldn't say it was that high quality had better food in many other places in Singapore, would recommend getting the multiple meat choice as the famous one isn't that good.",30,2018-07-01,False
Very delicious asian noodle,"It's like fast food but with delicous food. I had a chicken with noodles and it was fantastic. Price was very low. There were many people, but I didn't wait for the meal a long time. I can recommend this place to others.",50,2018-10-01,False
Disappointed,Unfortunately have to say that this is overrated. Got there at around 9.40am and joined the queue - there were about 10 people in front of us so it wasn't too bad. After that the line got pretty long. Meant to open at 10am and...More,30,2018-10-01,False
Cheapest Michelin Star restaurant,"Must get the Chicken BBQ Rice. People line up for this place and it’s always pack.
Use the automated ordering machine (lot of people don’t know how to use). Order, pay, wait for your order number to be call and enjoy your food.
Average price...More",50,2018-10-01,True
Nice but not as good as expected ,"Hawker chan is an acclaimed Michelin starred hawker stall in China town. Food was tasty, full of flavour. We had the special, the mixed meat platter and the chicken with noodles. Unfortunately, whilst the food was nice it was cold. I appreciate this is a...More",30,2018-10-01,True
Overstated!,When we read about the Michelin star Hawker Chan in Singapore we got really excited and made this become one of our visits during our stay in Singapore. We thought being clever and went to the Original at 4 pm. Disappointment: Sold out. So we...More,30,2018-07-01,True
Awesome for cheap eats,"We ate here 2 nights while in Singapore recently. We went at almost closing time the first night to get chicken rice. They sold out to the people in front of us. We stayed and ordered char siu. It was awesome!
The next night we...More",40,2018-09-01,False
Had to try,"Maybe it was the expectation, but for all the fanfare, it was a bit of a let-down. While the food was good, it was nothing to write home about.",30,2018-09-01,False
Best Value - Delicious Char Siu and Soya Chicken,"For the value, Hawker Chan deserves 5 stars! SGD $3.80 for soya sauce chicken plate with rice cannot be found anywhere else in Singapore (expect for the other 2 locations of course).

We ordered the original soya sauce chicken with rice, 2 combination plate with...More",50,2018-09-01,True
Cheap eats and meats,"I visited HC Melbourne earlier in the year, and since I had already planned this trip to Singapore, I wanted to try Hawker Chan on home soil. Located on Smith St in Chinatown, I was greeted with the familiar feel of the sister shop with...More",40,2018-09-01,False
A tad disappointing ,"For a Michelin stared restaurant the food was disappointing. It’s very ‘Hawker Market like’ environment, with the food ordered &  served take-away style on plastic plates. I preferred the food in the actual Hawker Markets.",30,2018-09-01,True
Really?,"Ok I know this place is cheap, but when it’s in the Michelin guide your expectations are raised some what.

I ordered the ‘star’ soya chicken rice. It was fine. If I’d have ordered it from a street vendor I’d have been happy.  The rice...More",20,2018-09-01,True
Star dinner?,"Went there for dinner even though had tried the take away before. There outlet is with a short queue when reached there. After observing awhile, found out there is a self ordering machine.
After placing order through the machine, it takes another 5 min to...More",20,2018-09-01,True
"It's good, it's very good","I went here twice, both very memorable. I have no idea soy sauce chicken can be this good. I'm planning to come back to Singapore, and planning to come back there. Allegedly the stand is suppose to be the better one, I never tried, but...More",50,2018-09-01,False
Yummy chicken rice,"Ate here wih family, as we have not eaten in hawker chan for a while. Portion was generous, but chicken and pork tasted lukewarm. I would prefer soup to go with the food, which wasn't provided. Still, worth a try as the chicken is great.",30,2018-09-01,True
"Amazing Story, Excellent Value for a Good Meal","I went to Hawker Chan about 3 times, to be able to give a more thorough review. I brought several guests to the Smith branch for dinner; we did not get to order the Soya Sauce chicken as they had run out of it... There...More",30,2018-09-01,False
Don’t believe the hype,So this is Hawker Chan upscale of his Stall from the original in the complex. Overall average.... bright clean cool restaurant and also a little soulless and sterile. The chicken was ok. I asked for breast at an extra 50c if you don’t you may...More,30,2018-08-01,True
"Ordinary, No, Michelin Star???","Having been to dozens of Michelin star restaurants, whilst in Singapore had to visit the cheapest one on the planet.
Okay its basically a take away or street food so you don't expect too much but the queue out the door says it got something....More",30,2018-08-01,False
Disappointment overall,"We visited this ""famous"" fast food michelin star restarant by 4 friend to have later lunch. There was big queue what we expected, so no surprice. Food was nothing special to us compared to other michelin star restarants we have visitied so far. Cooked chicken...More",20,2018-07-01,False
Disgusting,"It was disgusting!! The chicken breast was not only cold but also more bone than flesh!
The soy sauce tasted like fish!
Definetly not worth a visit!",10,2018-09-01,True
Sunday dinner (Toa Payoh Branch) ,"It was 7.30pm in the evening, the place was half filled. Website says it closes at 8pm. We managed to buy our dinner. 

Ordered half soy sauce chicken , seasonal veg, 1 braised egg (last one) and 2 rice for sharing. The chicken was tender...More",40,2018-09-01,True
Good to Visit Once,"I was with a family member who lives in Singapore.  She asked if I had been to Hawker Chan and hearing that I hadn't, she invited us there.  Frankly, I do not see why they got a Michelin Star for this place.  The soya chicken...More",30,2018-08-01,False
Not worth the hype,Frankly dont really understand how this establishment got awarded michelin star. It is good but not the best i have tried. The air conditioned outlet is good for a more comfortable dining experience though. The original is up inside Chinatown Complex and costs less.,30,2018-08-01,False
great,very good taste. we have tried both noodle and rice at this vendor after I had read this vendor starred by mechelin.,50,2018-08-01,True
A disappointing Michelin experience at Toa Payoh outlet.,"My family and I first visited this restaurant in early August. That time, we were quite satisfied with the soya sauce chicken and rice standard as it was much better than what we had tasted at the Chinatown outlet,thus,we returned a few days later to...More",20,2018-08-01,True
Michelin Star Hawker Stand,"This place is a Michelin Star Hawker Stand and I've had the chicken and pork here and both were excellent. It gets packed in here, but the food is very cheap and good.",50,2018-07-01,False
Sampler meat platter was worth the wait in line,"Hawker Chan is worthy of its Michelin star!  The sampler meat platter was tender, succulent and cooked to perfection and the crispy tofu was delicious!!!",50,2018-04-01,False
Its Alright,"Well I think it is still great considering it still costs so little to eat here, although id still rather go to hawker markets to choose over this place just because the food Is so much tastier.",40,2018-08-01,False
"All hype, no substance ","Heard and read a lot of good stuff about the man, the legend. Wanted to try it out - came in at 11:30am and lined up for 30 minutes. Tried chicken with rice, chicken with noodles and char siew with noodles. The only good dish...More",30,2018-05-01,True
Short Changed,I had a nice break for a quick bit definitely wanted to try new foods. The chicken and noodles was very tasty. The portion was OK for the money the whole meal just over $4.00,20,2018-08-01,True
A must try but it’s mediocre,Be prepared to wait in line and fight for a seat to enjoy your meal. I suggest getting the chicken rice (of course) and the combination platter (which you can just order 2 or 3 types of meat without the rice). The meat is really...More,40,2018-08-01,True
Worms in my dish. Terrible hygiene,"Ordered chicken soya noodle from the store in Chinatown Complex Market, 335 Smith St in Singapore and found two dead green yellowish worms in my dish. Not sure if it’s from the vegetable. For a one star Michelin restaurant this is quite unacceptable and unbelievable.",10,2018-08-01,True
Cheapest Michelin Star Eatery in the World,"This eatery’s main claim to fame is that it is the cheapest Michelin Star Eatery in the world and probably the first Hawker stall to be awarded a Michelin Star.

To be precise, the actual Michelin starred outlet is the one in the Hawker Centre...More",50,2018-08-01,True
Toa Payoh outlet,"This is my second visit and I brought my family as the hawker stall at Smith Street has a perpetual queue. 
We ordered a combination of Roast Pork and Char Siew - both were very good. Roast pork has a crackling while the Char Siew...More",50,2018-08-01,True
Not sure what all the fuss is about!,Went for lunch today due to all the hype about this hawker stall and won't be returning. Very average meal in my humble opinion. Not sure what you have to do to get a Michelin star but I certainly have ate nicer locally.Chicken was not...More,30,2018-08-01,True
Pleased I came - just for the experience..,"My travel agent told me about the awarding of the Michelin star and showed me a glowing news report.  I said that on this visit I would go - and so I have.

Was the food good - well, yes.  Was the food what I...More",30,2017-12-01,False
Cold and average ,"I went two days in a row and had a variety of things, meat was cold on both days and the whole thing was nowhere near Michelin standard. The experience has left me wandering how much a Michelin star costs these days 😂",30,2018-08-01,True
Really good Char Siew and soy chicken,"When ever in Chinatown market/hawker centre always see long long queue in this soy chicken store. So long that even is good I won't queue.
One Saturday was there around 10.30 for breakfast the queue has already started. My friend said since we here let...More",40,2018-08-01,True
Order noodles if you're in a hurry!,"We visited during lunchtime, and we were expecting it to be more packed than it was. But I guess it was spacious enough to handle a lot of people, or its location kept it a little secluded (it's a walk away from the train station...More",40,2018-08-01,False
Michelin star street food was really good.,"Tried their famous Michelin star chicken. Do not like Chinese food to be honest, but it was delicious. Kids 18 and 9 years old loved it too. Asked to come back next day and enjoy again. Service was zero, bu food was great.",40,2018-07-01,False
Very diasppointing! Overrated!!!!,I went to eat with great expectations. The chicken rice was probably missing the very essence of the dish. There are better hawker places serving better chicken rice! I ordered dumpling soup and the liquid inside was inedible. The whole place and ambience was so...More,10,2018-08-01,True
Tasteless Chicken,"Not sure what the hype was all about but the best thing about this restaurant was the rice; which is still tasteless.

The soy sauce chicken has the right texture but there weren’t any taste.

I think they lack of flavor.",20,2018-07-01,True
Dissapoiting,"Food wasn't really good. It was cheap yeah, but for the same money, you can get better food in food courts. It's an experience to eat in Michelin Star chef's restaurant and that's it. The chicken was tasty, but a lot of bones and joints...More",30,2018-04-01,False
Ok! Don’t expect much,"As a food lover i could not miss this place, really wanted to try this quite polemic michelin place. It’s nice and the food is good, not sure about having a star. The chicken and the pork were really delicious, the portion is quite small...More",40,2018-01-01,True
Not too worthy of its “Michelin star”,"Frankly, only the chicken was worth mentioning - it’s really not bad Only if u like this kinda soy based chicken.

Char Siew scores 7/10 while Roast Pork is nothing special at all, 4/10.
Noodles was totally basic.

Overall, u could find many many simple...More",30,2018-07-01,True
Be prepared to queue! ,"Queued for quite some time but had read some positive reviews so thought it was worth the wait. Michelin star dining for a few $.

Despite the chicken soya sauce and noodles looking edible and lots of locals eating there (which is usually a good...More",20,2018-07-01,True
Michelin star 👍,"Good taste, michelin star, cheap price n very recomended if you go to singapore, location in china town singapore.. you must try 👍",50,2018-07-01,True
"Tried it again, and still don't find it special","Went here again after a year since I tried it first time, and I am still not impressed. Thought to try it again to see if it is any better. I don't understand how this place has a Michelin star? I went to pick my...More",20,2018-07-01,False
Over-Rated Dish Crowned by Michelin,"It was a huge sensation when news broke that Michelin has awarded a star to this hawker-style chicken rice. The restaurant is definitely crowded due to its fame, however, the food did not live up to expectation as I have tasted much better similar dish...More",30,2018-05-01,False
Hawker Fare going upmarket!,Had dinner with a dear old Ipoh friend at Hawker Chan Restaurant as it was much raved about by many Malaysians who had read or heard of this food joint. The operation is pretty different from the usual restaurant style dining. We had to find...More,40,2018-06-01,True
Michelin star worthy? I don't know,"Is it really that great? For sure it's good, not sure it's Michelin star worthy. It does help that meals cost less than $5 and the service is quick. Not the best, nor the worst meal I've had in Singapore.",30,2018-06-01,False
A cheap Michelin star restaurant,"This is the cheapest Michelin star restaurant you can ever find in the world. So is it really that great? Yes, the chicken noodles is amazing with everything in the right mix. However, the crowd is another thing which makes it a bit unpleasant. The...More",40,2018-07-01,False
"Good, cheap food","I ate here for dinner and there was a line out the door. It went by very quickly though. Even though it felt a little touristy, there were still local people there, I think. The food was very good. I had the soya chicken and...More",40,2018-06-01,False
Rip off !!!! Don't make the mistake of being sucked in,"Packed, yet very very small serves, nothing special at all. It interesting how the Michelin has totally lost its reputation over this scam. Who payed the Michelin to do this deceitful 1 star. Just go to an ordinary hawker stall and you will get far...More",10,2018-04-01,False
Soya chicken and rice...yum,"Luckily we arrived before the lunch rush.  Ordered the soya chicken and rice, seasoned vegetables, roast pork and rice with a side of sausage.  Food came out quick snd service was good.  You can get seasoning sauce after you pick up your food from the...More",50,2018-07-01,True
Not Michelin Grade,"Food.
Had the soya chicken drumstick rice. The meat portion was little. Only plain white rice was available and it was hard. I had to wash it down with the dumpling soup. Only roast pork was crackling but was nothing special. You can get better...More",10,2018-07-01,True
Lunch ,Had lunch with two colleagues. The three of us shared a plate of soya sauce chicken and char siew accompanied with rice and noodles. The two meats were indeed excellent. Prices are low for a Michelin one star restaurant.,40,2018-06-01,True
Underwhelmed ,"Crowded like McDonald's, fast order line but slow pickup line (took 20 minutes just to get 3 of the signature chicken with rice plates). Cheap. Good tasting chicken (tender). But I wouldn't come again; wasn't amazing.",40,2018-06-01,True
Lovely food for the price you pat,"This place is BUSY. Understandably so, the food is great, please bear in mind that the chicken includes bones, which we didn’t realise, but the pork noodles were excellent.",50,2018-06-01,True
Completely not worth it,"Came here after hearing about the ""michelin star"".  Total let down and the worst meal I had in Singapore.  The michelin people suck if they think this is someplace special.",10,2017-08-01,False
Chicken and Char Siu,"Stopped by this famous spot to pick up a soy sauce chicken rice to go and added some char siu on the side for $3 SGD. It is the best char siu i've had in a long time.

I went on a Saturday evening and...More",50,2018-05-01,True
Michelin Star?!,"There is no way this is Michelin star quality. It's a fast food joint and whilst the famous chicken/rice is decent, to put this in the same category of so many great restaurants makes a bit of a mockery of the ratings system.",20,2018-04-01,False
Best BBQ pork and pork belly I've had,"Despite the raving reviews for the Soya chicken, I didn't think it was anything special. The real standouts for me were the BBQ pork and pork belly - definitely amongst the best I've had. They were both seasoned and cooked perfectly - just the right...More",50,2018-06-01,False
Super disappointing,"So the michelin people gave this place 1 star.  It was the least interesting meal I had in Singapore.  In fact, it was so boring that I really have to question the michelin star thing entirely. Did they not go anywhere else in this city?...More",10,2018-02-01,False
Everything we expected!,Who wouldn’t want to try 1 star Michelin “street food”? We actually went here twice during our week in Singapore. It’s really good but of course not gourmet. The chicken is really tender. We liked the noodles rather than the rice. The operation is pretty...More,40,2018-05-01,True
It's cheap but we were disappointed - lots of better places to eat for the same price,Probably the stall that has the Michelin star is much better but this was disappointing. Three of us had the famous chicken - one of us had a really succulent tender piece and the other two badically got bones! One of us tried the Thai...More,30,2018-06-01,True
Excellentl Good Hawker Food! ,"For the price and it’s Michelin rated quality it’s definitely a good place to go! We tasted the chicken rice, the juice that looked and tasted like grape juice.. coconut ice cream and aloe jelly. Had to order a half chicken extra all for 50...More",50,2018-06-01,True
Be loud and proud of this soya sauce chicken!,"With a Michelin star, this is a place not to be missed!  I love how they are so unassuming and accessible.  The price was really reasonable too.  As for the taste... I thought to myself, soya sauce chicken, how good could it really be?  Well,...More",50,2018-05-01,True
not much,"We went to one of the fast-food style restaurant (not the one that got the Michelin star), it was average at best, meat was not seasoned thru but the noodles was good. Maybe the original store that got the Michelin star has a different take...More",30,2017-11-01,False
"Zero star food, worse service","Definitely no stars from us. Not sure what they have won a michelin star but cannot be for anything culinary,maybe they make decent tyres round the back. Chicken was so undercooked as to be inedible, obviously no quality control whatsoever. We took it back, they...More",10,2018-05-01,True
forget the hype,"i so wanted to try this place out, and when i booked singapore i knew i had to come

...what a huge disappointment

disappointed as in i thought it would be special

there's nothing special about hawker chan

there's many places that can do same...More",30,2018-02-01,False
Crowded,"This is very popular with the tour groups and, as such, it may be hard to get a table.  The soya sauce chicken is fresh and tasty, but the crowds and the rather cramped conditions detract from the taste and experience.

I would rather go...More",30,2018-05-01,False
Disappointing . . .,"My friend was so excited about dining here that we took a taxi to the restaurant immediately after landing at Changi. I wouldn't say that my chicken was cold, but it was room temperature and so was hers, except all she had was gristle. Mine...More",20,2018-05-01,True
